Pavardė        Vardas        Galutinis (Med.)    
Pavarde3886    Vardas3886     3.00
Pavarde8557    Vardas8557     3.00
Pavarde3144    Vardas3144     3.00
Pavarde1027    Vardas1027     3.00
Pavarde3139    Vardas3139     3.00
Pavarde4766    Vardas4766     3.00
Pavarde9856    Vardas9856     3.00
Pavarde8063    Vardas8063     3.00
Pavarde4784    Vardas4784     3.00
Pavarde5152    Vardas5152     3.00
Pavarde3416    Vardas3416     3.00
Pavarde7708    Vardas7708     3.00
Pavarde4296    Vardas4296     3.00
Pavarde3583    Vardas3583     3.00
Pavarde9629    Vardas9629     3.00
Pavarde2790    Vardas2790     3.00
Pavarde4171    Vardas4171     3.00
Pavarde4974    Vardas4974     3.00
Pavarde4190    Vardas4190     3.00
Pavarde9575    Vardas9575     3.00
Pavarde5201    Vardas5201     3.00
Pavarde8509    Vardas8509     3.00
Pavarde5674    Vardas5674     3.00
Pavarde7677    Vardas7677     3.00
Pavarde703     Vardas703      3.00
Pavarde2941    Vardas2941     3.00
Pavarde2982    Vardas2982     3.00
Pavarde8782    Vardas8782     3.00
Pavarde5688    Vardas5688     3.00
Pavarde2925    Vardas2925     3.00
Pavarde171     Vardas171      3.00
Pavarde4166    Vardas4166     3.00
Pavarde7271    Vardas7271     3.00
Pavarde1691    Vardas1691     3.00
Pavarde165     Vardas165      3.00
Pavarde5851    Vardas5851     3.00
Pavarde969     Vardas969      3.00
Pavarde9681    Vardas9681     3.00
Pavarde4315    Vardas4315     3.00
Pavarde561     Vardas561      3.00
Pavarde2470    Vardas2470     3.00
Pavarde7414    Vardas7414     3.00
Pavarde1010    Vardas1010     3.00
Pavarde8952    Vardas8952     3.00
Pavarde8040    Vardas8040     3.00
Pavarde2249    Vardas2249     3.00
Pavarde4978    Vardas4978     3.00
Pavarde3689    Vardas3689     3.00
Pavarde2316    Vardas2316     3.00
Pavarde1370    Vardas1370     3.00
Pavarde4234    Vardas4234     3.00
Pavarde4160    Vardas4160     3.00
Pavarde997     Vardas997      3.00
Pavarde3327    Vardas3327     3.00
Pavarde7905    Vardas7905     3.00
Pavarde4702    Vardas4702     3.00
Pavarde4236    Vardas4236     3.00
Pavarde931     Vardas931      3.00
Pavarde7405    Vardas7405     3.00
Pavarde2747    Vardas2747     3.00
Pavarde3109    Vardas3109     3.00
Pavarde6590    Vardas6590     3.00
Pavarde6194    Vardas6194     3.00
Pavarde6768    Vardas6768     3.00
Pavarde430     Vardas430      3.00
Pavarde8427    Vardas8427     3.00
Pavarde4812    Vardas4812     3.00
Pavarde6764    Vardas6764     3.00
Pavarde7883    Vardas7883     3.00
Pavarde3910    Vardas3910     3.00
Pavarde9667    Vardas9667     3.00
Pavarde7218    Vardas7218     3.00
Pavarde2898    Vardas2898     3.00
Pavarde6186    Vardas6186     3.00
Pavarde2086    Vardas2086     3.00
Pavarde4948    Vardas4948     3.00
Pavarde1759    Vardas1759     3.00
Pavarde1761    Vardas1761     3.00
Pavarde7685    Vardas7685     3.00
Pavarde663     Vardas663      3.00
Pavarde6202    Vardas6202     3.00
Pavarde6398    Vardas6398     3.00
Pavarde964     Vardas964      3.00
Pavarde6550    Vardas6550     3.00
Pavarde9120    Vardas9120     3.00
Pavarde3119    Vardas3119     3.00
Pavarde8787    Vardas8787     3.00
Pavarde959     Vardas959      3.00
Pavarde9127    Vardas9127     3.00
Pavarde3591    Vardas3591     3.00
Pavarde9130    Vardas9130     3.00
Pavarde4518    Vardas4518     3.00
Pavarde1717    Vardas1717     3.00
Pavarde9627    Vardas9627     3.00
Pavarde3319    Vardas3319     3.00
Pavarde5595    Vardas5595     3.00
Pavarde5705    Vardas5705     3.00
Pavarde948     Vardas948      3.00
Pavarde8440    Vardas8440     3.00
Pavarde6817    Vardas6817     3.00
Pavarde2491    Vardas2491     3.00
Pavarde3765    Vardas3765     3.00
Pavarde2228    Vardas2228     3.00
Pavarde669     Vardas669      3.00
Pavarde8718    Vardas8718     3.00
Pavarde4592    Vardas4592     3.00
Pavarde339     Vardas339      3.00
Pavarde584     Vardas584      3.00
Pavarde9471    Vardas9471     3.00
Pavarde52      Vardas52       3.00
Pavarde2370    Vardas2370     3.00
Pavarde1074    Vardas1074     3.00
Pavarde9400    Vardas9400     3.00
Pavarde2544    Vardas2544     3.00
Pavarde8971    Vardas8971     3.00
Pavarde9951    Vardas9951     3.00
Pavarde4284    Vardas4284     3.00
Pavarde8729    Vardas8729     3.00
Pavarde5607    Vardas5607     3.00
Pavarde3783    Vardas3783     3.00
Pavarde6962    Vardas6962     3.00
Pavarde9598    Vardas9598     3.00
Pavarde1439    Vardas1439     3.00
Pavarde6554    Vardas6554     3.00
Pavarde4077    Vardas4077     3.00
Pavarde1435    Vardas1435     3.00
Pavarde1447    Vardas1447     3.00
Pavarde330     Vardas330      3.00
Pavarde8682    Vardas8682     3.00
Pavarde9591    Vardas9591     3.00
Pavarde6983    Vardas6983     3.00
Pavarde2715    Vardas2715     3.00
Pavarde6821    Vardas6821     3.00
Pavarde6965    Vardas6965     3.00
Pavarde590     Vardas590      3.00
Pavarde8004    Vardas8004     3.00
Pavarde1093    Vardas1093     3.00
Pavarde228     Vardas228      3.00
Pavarde603     Vardas603      3.00
Pavarde3220    Vardas3220     3.00
Pavarde5474    Vardas5474     3.00
Pavarde6800    Vardas6800     3.00
Pavarde9964    Vardas9964     3.00
Pavarde2883    Vardas2883     3.00
Pavarde5214    Vardas5214     3.00
Pavarde4556    Vardas4556     3.00
Pavarde4708    Vardas4708     3.00
Pavarde6282    Vardas6282     3.00
Pavarde8757    Vardas8757     3.00
Pavarde7592    Vardas7592     3.00
Pavarde7985    Vardas7985     3.00
Pavarde6220    Vardas6220     3.00
Pavarde3683    Vardas3683     3.00
Pavarde4262    Vardas4262     3.00
Pavarde5236    Vardas5236     3.00
Pavarde4763    Vardas4763     3.00
Pavarde8556    Vardas8556     3.00
Pavarde9072    Vardas9072     3.00
Pavarde9373    Vardas9373     3.00
Pavarde4203    Vardas4203     3.00
Pavarde3514    Vardas3514     3.00
Pavarde6228    Vardas6228     3.00
Pavarde1528    Vardas1528     3.00
Pavarde2133    Vardas2133     3.00
Pavarde1530    Vardas1530     3.00
Pavarde8970    Vardas8970     3.00
Pavarde9032    Vardas9032     3.00
Pavarde213     Vardas213      3.00
Pavarde6988    Vardas6988     3.00
Pavarde9988    Vardas9988     3.00
Pavarde2830    Vardas2830     3.00
Pavarde321     Vardas321      3.00
Pavarde246     Vardas246      3.00
Pavarde1548    Vardas1548     3.00
Pavarde6487    Vardas6487     3.00
Pavarde8611    Vardas8611     3.00
Pavarde2128    Vardas2128     3.00
Pavarde1392    Vardas1392     3.00
Pavarde8599    Vardas8599     3.00
Pavarde7292    Vardas7292     3.00
Pavarde5659    Vardas5659     3.00
Pavarde8914    Vardas8914     3.00
Pavarde8916    Vardas8916     3.00
Pavarde7409    Vardas7409     3.00
Pavarde2730    Vardas2730     3.00
Pavarde6251    Vardas6251     3.00
Pavarde4216    Vardas4216     3.00
Pavarde4416    Vardas4416     3.00
Pavarde6715    Vardas6715     3.00
Pavarde4023    Vardas4023     3.00
Pavarde9325    Vardas9325     3.00
Pavarde7384    Vardas7384     3.00
Pavarde6362    Vardas6362     3.00
Pavarde1937    Vardas1937     3.00
Pavarde4414    Vardas4414     3.00
Pavarde9956    Vardas9956     3.00
Pavarde4408    Vardas4408     3.00
Pavarde3525    Vardas3525     3.00
Pavarde804     Vardas804      3.00
Pavarde6321    Vardas6321     3.00
Pavarde8863    Vardas8863     3.00
Pavarde3025    Vardas3025     3.00
Pavarde837     Vardas837      3.00
Pavarde7146    Vardas7146     3.00
Pavarde5395    Vardas5395     3.00
Pavarde397     Vardas397      3.00
Pavarde8106    Vardas8106     3.00
Pavarde2181    Vardas2181     3.00
Pavarde7276    Vardas7276     3.00
Pavarde4245    Vardas4245     3.00
Pavarde3717    Vardas3717     3.00
Pavarde5155    Vardas5155     3.00
Pavarde8244    Vardas8244     3.00
Pavarde8196    Vardas8196     3.00
Pavarde4017    Vardas4017     3.00
Pavarde482     Vardas482      3.00
Pavarde401     Vardas401      3.00
Pavarde1909    Vardas1909     3.00
Pavarde3483    Vardas3483     3.00
Pavarde6539    Vardas6539     3.00
Pavarde5297    Vardas5297     3.00
Pavarde5773    Vardas5773     3.00
Pavarde9913    Vardas9913     3.00
Pavarde7804    Vardas7804     3.00
Pavarde9299    Vardas9299     3.00
Pavarde4664    Vardas4664     3.00
Pavarde5354    Vardas5354     3.00
Pavarde8128    Vardas8128     3.00
Pavarde5553    Vardas5553     3.00
Pavarde1253    Vardas1253     3.00
Pavarde9542    Vardas9542     3.00
Pavarde9303    Vardas9303     3.00
Pavarde6150    Vardas6150     3.00
Pavarde7310    Vardas7310     3.00
Pavarde9541    Vardas9541     3.00
Pavarde4378    Vardas4378     3.00
Pavarde8886    Vardas8886     3.00
Pavarde6145    Vardas6145     3.00
Pavarde6902    Vardas6902     3.00
Pavarde5162    Vardas5162     3.00
Pavarde2306    Vardas2306     3.00
Pavarde6430    Vardas6430     3.00
Pavarde8139    Vardas8139     3.00
Pavarde5253    Vardas5253     3.00
Pavarde2708    Vardas2708     3.00
Pavarde423     Vardas423      3.00
Pavarde9321    Vardas9321     3.00
Pavarde6446    Vardas6446     3.00
Pavarde649     Vardas649      3.00
Pavarde4028    Vardas4028     3.00
Pavarde7338    Vardas7338     3.00
Pavarde793     Vardas793      3.00
Pavarde6543    Vardas6543     3.00
Pavarde747     Vardas747      3.00
Pavarde3093    Vardas3093     3.00
Pavarde5920    Vardas5920     3.00
Pavarde6439    Vardas6439     3.00
Pavarde3018    Vardas3018     3.00
Pavarde3284    Vardas3284     3.00
Pavarde5809    Vardas5809     3.00
Pavarde6544    Vardas6544     3.00
Pavarde6258    Vardas6258     3.00
Pavarde1988    Vardas1988     3.00
Pavarde500     Vardas500      3.00
Pavarde6760    Vardas6760     3.00
Pavarde9194    Vardas9194     3.00
Pavarde2174    Vardas2174     3.00
Pavarde883     Vardas883      3.00
Pavarde5412    Vardas5412     3.00
Pavarde24      Vardas24       3.00
Pavarde4185    Vardas4185     3.00
Pavarde2064    Vardas2064     3.00
Pavarde8082    Vardas8082     3.00
Pavarde130     Vardas130      3.00
Pavarde4450    Vardas4450     3.00
Pavarde2921    Vardas2921     3.00
Pavarde3063    Vardas3063     3.00
Pavarde4476    Vardas4476     3.00
Pavarde8367    Vardas8367     3.00
Pavarde4448    Vardas4448     3.00
Pavarde2451    Vardas2451     3.00
Pavarde2313    Vardas2313     3.00
Pavarde5415    Vardas5415     3.00
Pavarde2274    Vardas2274     3.00
Pavarde9885    Vardas9885     3.00
Pavarde1198    Vardas1198     3.00
Pavarde4459    Vardas4459     3.00
Pavarde6867    Vardas6867     3.00
Pavarde6866    Vardas6866     3.00
Pavarde5750    Vardas5750     3.00
Pavarde3567    Vardas3567     3.00
Pavarde1808    Vardas1808     3.00
Pavarde8351    Vardas8351     3.00
Pavarde6755    Vardas6755     3.00
Pavarde3260    Vardas3260     3.00
Pavarde3425    Vardas3425     3.00
Pavarde1800    Vardas1800     3.00
Pavarde4681    Vardas4681     3.00
Pavarde7562    Vardas7562     3.00
Pavarde5843    Vardas5843     3.00
Pavarde5262    Vardas5262     3.00
Pavarde8282    Vardas8282     3.00
Pavarde4359    Vardas4359     3.00
Pavarde3055    Vardas3055     3.00
Pavarde5430    Vardas5430     3.00
Pavarde4243    Vardas4243     3.00
Pavarde7843    Vardas7843     3.00
Pavarde6724    Vardas6724     3.00
Pavarde3441    Vardas3441     3.00
Pavarde4004    Vardas4004     3.00
Pavarde5156    Vardas5156     3.00
Pavarde5730    Vardas5730     3.00
Pavarde3257    Vardas3257     3.00
Pavarde2888    Vardas2888     3.00
Pavarde6576    Vardas6576     3.00
Pavarde392     Vardas392      3.00
Pavarde1313    Vardas1313     3.00
Pavarde871     Vardas871      3.00
Pavarde531     Vardas531      3.00
Pavarde4080    Vardas4080     3.00
Pavarde393     Vardas393      3.00
Pavarde1310    Vardas1310     3.00
Pavarde4977    Vardas4977     3.00
Pavarde1772    Vardas1772     3.00
Pavarde6       Vardas6        3.20
Pavarde7330    Vardas7330     3.20
Pavarde8810    Vardas8810     3.20
Pavarde1258    Vardas1258     3.20
Pavarde8803    Vardas8803     3.20
Pavarde4608    Vardas4608     3.20
Pavarde3550    Vardas3550     3.20
Pavarde9420    Vardas9420     3.20
Pavarde455     Vardas455      3.20
Pavarde8693    Vardas8693     3.20
Pavarde4987    Vardas4987     3.20
Pavarde2969    Vardas2969     3.20
Pavarde7827    Vardas7827     3.20
Pavarde618     Vardas618      3.20
Pavarde2498    Vardas2498     3.20
Pavarde1343    Vardas1343     3.20
Pavarde7800    Vardas7800     3.20
Pavarde5237    Vardas5237     3.20
Pavarde1387    Vardas1387     3.20
Pavarde8835    Vardas8835     3.20
Pavarde4326    Vardas4326     3.20
Pavarde8779    Vardas8779     3.20
Pavarde7633    Vardas7633     3.20
Pavarde6623    Vardas6623     3.20
Pavarde8774    Vardas8774     3.20
Pavarde8751    Vardas8751     3.20
Pavarde274     Vardas274      3.20
Pavarde2843    Vardas2843     3.20
Pavarde6117    Vardas6117     3.20
Pavarde8844    Vardas8844     3.20
Pavarde254     Vardas254      3.20
Pavarde1373    Vardas1373     3.20
Pavarde8767    Vardas8767     3.20
Pavarde7764    Vardas7764     3.20
Pavarde8719    Vardas8719     3.20
Pavarde4073    Vardas4073     3.20
Pavarde7952    Vardas7952     3.20
Pavarde8726    Vardas8726     3.20
Pavarde2190    Vardas2190     3.20
Pavarde8789    Vardas8789     3.20
Pavarde3743    Vardas3743     3.20
Pavarde1402    Vardas1402     3.20
Pavarde623     Vardas623      3.20
Pavarde1322    Vardas1322     3.20
Pavarde4135    Vardas4135     3.20
Pavarde5861    Vardas5861     3.20
Pavarde5567    Vardas5567     3.20
Pavarde8747    Vardas8747     3.20
Pavarde8829    Vardas8829     3.20
Pavarde9427    Vardas9427     3.20
Pavarde140     Vardas140      3.20
Pavarde1886    Vardas1886     3.20
Pavarde2054    Vardas2054     3.20
Pavarde7139    Vardas7139     3.20
Pavarde8105    Vardas8105     3.20
Pavarde523     Vardas523      3.20
Pavarde8292    Vardas8292     3.20
Pavarde8299    Vardas8299     3.20
Pavarde5758    Vardas5758     3.20
Pavarde7441    Vardas7441     3.20
Pavarde7124    Vardas7124     3.20
Pavarde5755    Vardas5755     3.20
Pavarde129     Vardas129      3.20
Pavarde1824    Vardas1824     3.20
Pavarde5160    Vardas5160     3.20
Pavarde8352    Vardas8352     3.20
Pavarde7720    Vardas7720     3.20
Pavarde7092    Vardas7092     3.20
Pavarde142     Vardas142      3.20
Pavarde9868    Vardas9868     3.20
Pavarde8380    Vardas8380     3.20
Pavarde7696    Vardas7696     3.20
Pavarde8386    Vardas8386     3.20
Pavarde9571    Vardas9571     3.20
Pavarde6193    Vardas6193     3.20
Pavarde7694    Vardas7694     3.20
Pavarde160     Vardas160      3.20
Pavarde4509    Vardas4509     3.20
Pavarde4511    Vardas4511     3.20
Pavarde3984    Vardas3984     3.20
Pavarde2094    Vardas2094     3.20
Pavarde3981    Vardas3981     3.20
Pavarde8122    Vardas8122     3.20
Pavarde7203    Vardas7203     3.20
Pavarde5950    Vardas5950     3.20
Pavarde6431    Vardas6431     3.20
Pavarde79      Vardas79       3.20
Pavarde2000    Vardas2000     3.20
Pavarde2894    Vardas2894     3.20
Pavarde8166    Vardas8166     3.20
Pavarde9540    Vardas9540     3.20
Pavarde82      Vardas82       3.20
Pavarde488     Vardas488      3.20
Pavarde4393    Vardas4393     3.20
Pavarde8175    Vardas8175     3.20
Pavarde7741    Vardas7741     3.20
Pavarde8179    Vardas8179     3.20
Pavarde84      Vardas84       3.20
Pavarde9507    Vardas9507     3.20
Pavarde3021    Vardas3021     3.20
Pavarde89      Vardas89       3.20
Pavarde3725    Vardas3725     3.20
Pavarde9916    Vardas9916     3.20
Pavarde8116    Vardas8116     3.20
Pavarde5828    Vardas5828     3.20
Pavarde2868    Vardas2868     3.20
Pavarde7438    Vardas7438     3.20
Pavarde3032    Vardas3032     3.20
Pavarde8229    Vardas8229     3.20
Pavarde3574    Vardas3574     3.20
Pavarde5777    Vardas5777     3.20
Pavarde2895    Vardas2895     3.20
Pavarde4156    Vardas4156     3.20
Pavarde3572    Vardas3572     3.20
Pavarde7434    Vardas7434     3.20
Pavarde2126    Vardas2126     3.20
Pavarde9478    Vardas9478     3.20
Pavarde6486    Vardas6486     3.20
Pavarde7453    Vardas7453     3.20
Pavarde209     Vardas209      3.20
Pavarde5067    Vardas5067     3.20
Pavarde1534    Vardas1534     3.20
Pavarde8629    Vardas8629     3.20
Pavarde4231    Vardas4231     3.20
Pavarde2661    Vardas2661     3.20
Pavarde3210    Vardas3210     3.20
Pavarde3211    Vardas3211     3.20
Pavarde6979    Vardas6979     3.20
Pavarde8638    Vardas8638     3.20
Pavarde3675    Vardas3675     3.20
Pavarde4233    Vardas4233     3.20
Pavarde3674    Vardas3674     3.20
Pavarde3218    Vardas3218     3.20
Pavarde5635    Vardas5635     3.20
Pavarde587     Vardas587      3.20
Pavarde1484    Vardas1484     3.20
Pavarde8663    Vardas8663     3.20
Pavarde229     Vardas229      3.20
Pavarde236     Vardas236      3.20
Pavarde2494    Vardas2494     3.20
Pavarde1452    Vardas1452     3.20
Pavarde1449    Vardas1449     3.20
Pavarde3943    Vardas3943     3.20
Pavarde1446    Vardas1446     3.20
Pavarde9801    Vardas9801     3.20
Pavarde5971    Vardas5971     3.20
Pavarde3146    Vardas3146     3.20
Pavarde2350    Vardas2350     3.20
Pavarde1704    Vardas1704     3.20
Pavarde3779    Vardas3779     3.20
Pavarde7326    Vardas7326     3.20
Pavarde1679    Vardas1679     3.20
Pavarde6602    Vardas6602     3.20
Pavarde2105    Vardas2105     3.20
Pavarde1668    Vardas1668     3.20
Pavarde2349    Vardas2349     3.20
Pavarde1666    Vardas1666     3.20
Pavarde6606    Vardas6606     3.20
Pavarde8515    Vardas8515     3.20
Pavarde8041    Vardas8041     3.20
Pavarde6607    Vardas6607     3.20
Pavarde9312    Vardas9312     3.20
Pavarde3942    Vardas3942     3.20
Pavarde1632    Vardas1632     3.20
Pavarde559     Vardas559      3.20
Pavarde183     Vardas183      3.20
Pavarde8537    Vardas8537     3.20
Pavarde7025    Vardas7025     3.20
Pavarde3158    Vardas3158     3.20
Pavarde2881    Vardas2881     3.20
Pavarde7400    Vardas7400     3.20
Pavarde9487    Vardas9487     3.20
Pavarde8562    Vardas8562     3.20
Pavarde2473    Vardas2473     3.20
Pavarde8564    Vardas8564     3.20
Pavarde7018    Vardas7018     3.20
Pavarde7017    Vardas7017     3.20
Pavarde200     Vardas200      3.20
Pavarde4096    Vardas4096     3.20
Pavarde2638    Vardas2638     3.20
Pavarde5530    Vardas5530     3.20
Pavarde4889    Vardas4889     3.20
Pavarde5348    Vardas5348     3.20
Pavarde352     Vardas352      3.20
Pavarde9374    Vardas9374     3.20
Pavarde6080    Vardas6080     3.20
Pavarde4912    Vardas4912     3.20
Pavarde5531    Vardas5531     3.20
Pavarde1172    Vardas1172     3.20
Pavarde7866    Vardas7866     3.20
Pavarde6513    Vardas6513     3.20
Pavarde4204    Vardas4204     3.20
Pavarde2940    Vardas2940     3.20
Pavarde2538    Vardas2538     3.20
Pavarde1162    Vardas1162     3.20
Pavarde5387    Vardas5387     3.20
Pavarde9332    Vardas9332     3.20
Pavarde7430    Vardas7430     3.20
Pavarde4126    Vardas4126     3.20
Pavarde5533    Vardas5533     3.20
Pavarde2625    Vardas2625     3.20
Pavarde2920    Vardas2920     3.20
Pavarde4767    Vardas4767     3.20
Pavarde6547    Vardas6547     3.20
Pavarde6746    Vardas6746     3.20
Pavarde3313    Vardas3313     3.20
Pavarde3469    Vardas3469     3.20
Pavarde3874    Vardas3874     3.20
Pavarde2648    Vardas2648     3.20
Pavarde989     Vardas989      3.20
Pavarde2889    Vardas2889     3.20
Pavarde9279    Vardas9279     3.20
Pavarde1138    Vardas1138     3.20
Pavarde5287    Vardas5287     3.20
Pavarde4167    Vardas4167     3.20
Pavarde9263    Vardas9263     3.20
Pavarde5502    Vardas5502     3.20
Pavarde7552    Vardas7552     3.20
Pavarde1135    Vardas1135     3.20
Pavarde7608    Vardas7608     3.20
Pavarde5120    Vardas5120     3.20
Pavarde2684    Vardas2684     3.20
Pavarde1103    Vardas1103     3.20
Pavarde1124    Vardas1124     3.20
Pavarde6327    Vardas6327     3.20
Pavarde6836    Vardas6836     3.20
Pavarde8986    Vardas8986     3.20
Pavarde6839    Vardas6839     3.20
Pavarde4820    Vardas4820     3.20
Pavarde9015    Vardas9015     3.20
Pavarde4892    Vardas4892     3.20
Pavarde4170    Vardas4170     3.20
Pavarde4711    Vardas4711     3.20
Pavarde2606    Vardas2606     3.20
Pavarde1076    Vardas1076     3.20
Pavarde3333    Vardas3333     3.20
Pavarde7278    Vardas7278     3.20
Pavarde5266    Vardas5266     3.20
Pavarde5381    Vardas5381     3.20
Pavarde404     Vardas404      3.20
Pavarde1152    Vardas1152     3.20
Pavarde7865    Vardas7865     3.20
Pavarde2555    Vardas2555     3.20
Pavarde9249    Vardas9249     3.20
Pavarde9669    Vardas9669     3.20
Pavarde6752    Vardas6752     3.20
Pavarde767     Vardas767      3.20
Pavarde1217    Vardas1217     3.20
Pavarde6659    Vardas6659     3.20
Pavarde4670    Vardas4670     3.20
Pavarde924     Vardas924      3.20
Pavarde645     Vardas645      3.20
Pavarde4297    Vardas4297     3.20
Pavarde9661    Vardas9661     3.20
Pavarde388     Vardas388      3.20
Pavarde957     Vardas957      3.20
Pavarde4062    Vardas4062     3.20
Pavarde7529    Vardas7529     3.20
Pavarde433     Vardas433      3.20
Pavarde4151    Vardas4151     3.20
Pavarde2584    Vardas2584     3.20
Pavarde4299    Vardas4299     3.20
Pavarde9178    Vardas9178     3.20
Pavarde9347    Vardas9347     3.20
Pavarde9132    Vardas9132     3.20
Pavarde5450    Vardas5450     3.20
Pavarde3608    Vardas3608     3.20
Pavarde5546    Vardas5546     3.20
Pavarde6871    Vardas6871     3.20
Pavarde2631    Vardas2631     3.20
Pavarde7847    Vardas7847     3.20
Pavarde3867    Vardas3867     3.20
Pavarde6039    Vardas6039     3.20
Pavarde5281    Vardas5281     3.20
Pavarde6262    Vardas6262     3.20
Pavarde742     Vardas742      3.40
Pavarde6827    Vardas6827     3.40
Pavarde679     Vardas679      3.40
Pavarde3697    Vardas3697     3.40
Pavarde1493    Vardas1493     3.40
Pavarde7857    Vardas7857     3.40
Pavarde6081    Vardas6081     3.40
Pavarde2488    Vardas2488     3.40
Pavarde4020    Vardas4020     3.40
Pavarde8434    Vardas8434     3.40
Pavarde6660    Vardas6660     3.40
Pavarde9646    Vardas9646     3.40
Pavarde9967    Vardas9967     3.40
Pavarde1072    Vardas1072     3.40
Pavarde5732    Vardas5732     3.40
Pavarde2609    Vardas2609     3.40
Pavarde4945    Vardas4945     3.40
Pavarde9387    Vardas9387     3.40
Pavarde6720    Vardas6720     3.40
Pavarde5324    Vardas5324     3.40
Pavarde3587    Vardas3587     3.40
Pavarde2849    Vardas2849     3.40
Pavarde8077    Vardas8077     3.40
Pavarde1464    Vardas1464     3.40
Pavarde7497    Vardas7497     3.40
Pavarde7489    Vardas7489     3.40
Pavarde1471    Vardas1471     3.40
Pavarde5501    Vardas5501     3.40
Pavarde5012    Vardas5012     3.40
Pavarde7878    Vardas7878     3.40
Pavarde9011    Vardas9011     3.40
Pavarde2230    Vardas2230     3.40
Pavarde1089    Vardas1089     3.40
Pavarde4415    Vardas4415     3.40
Pavarde2270    Vardas2270     3.40
Pavarde7448    Vardas7448     3.40
Pavarde3490    Vardas3490     3.40
Pavarde1745    Vardas1745     3.40
Pavarde4728    Vardas4728     3.40
Pavarde588     Vardas588      3.40
Pavarde4268    Vardas4268     3.40
Pavarde4099    Vardas4099     3.40
Pavarde7042    Vardas7042     3.40
Pavarde3693    Vardas3693     3.40
Pavarde9333    Vardas9333     3.40
Pavarde3163    Vardas3163     3.40
Pavarde3162    Vardas3162     3.40
Pavarde58      Vardas58       3.40
Pavarde6298    Vardas6298     3.40
Pavarde7887    Vardas7887     3.40
Pavarde9944    Vardas9944     3.40
Pavarde8538    Vardas8538     3.40
Pavarde725     Vardas725      3.40
Pavarde4529    Vardas4529     3.40
Pavarde8303    Vardas8303     3.40
Pavarde1024    Vardas1024     3.40
Pavarde2998    Vardas2998     3.40
Pavarde9619    Vardas9619     3.40
Pavarde6051    Vardas6051     3.40
Pavarde2464    Vardas2464     3.40
Pavarde4542    Vardas4542     3.40
Pavarde9339    Vardas9339     3.40
Pavarde9520    Vardas9520     3.40
Pavarde9943    Vardas9943     3.40
Pavarde3141    Vardas3141     3.40
Pavarde9886    Vardas9886     3.40
Pavarde4941    Vardas4941     3.40
Pavarde7306    Vardas7306     3.40
Pavarde9861    Vardas9861     3.40
Pavarde6536    Vardas6536     3.40
Pavarde5494    Vardas5494     3.40
Pavarde8086    Vardas8086     3.40
Pavarde7209    Vardas7209     3.40
Pavarde9927    Vardas9927     3.40
Pavarde4796    Vardas4796     3.40
Pavarde212     Vardas212      3.40
Pavarde5769    Vardas5769     3.40
Pavarde111     Vardas111      3.40
Pavarde9375    Vardas9375     3.40
Pavarde6454    Vardas6454     3.40
Pavarde5964    Vardas5964     3.40
Pavarde9135    Vardas9135     3.40
Pavarde9043    Vardas9043     3.40
Pavarde2131    Vardas2131     3.40
Pavarde4295    Vardas4295     3.40
Pavarde1557    Vardas1557     3.40
Pavarde8602    Vardas8602     3.40
Pavarde3120    Vardas3120     3.40
Pavarde7223    Vardas7223     3.40
Pavarde4109    Vardas4109     3.40
Pavarde2630    Vardas2630     3.40
Pavarde1866    Vardas1866     3.40
Pavarde6028    Vardas6028     3.40
Pavarde6338    Vardas6338     3.40
Pavarde4615    Vardas4615     3.40
Pavarde3648    Vardas3648     3.40
Pavarde5357    Vardas5357     3.40
Pavarde788     Vardas788      3.40
Pavarde6951    Vardas6951     3.40
Pavarde8858    Vardas8858     3.40
Pavarde419     Vardas419      3.40
Pavarde2706    Vardas2706     3.40
Pavarde3922    Vardas3922     3.40
Pavarde6948    Vardas6948     3.40
Pavarde5804    Vardas5804     3.40
Pavarde1367    Vardas1367     3.40
Pavarde8184    Vardas8184     3.40
Pavarde325     Vardas325      3.40
Pavarde9296    Vardas9296     3.40
Pavarde7551    Vardas7551     3.40
Pavarde6060    Vardas6060     3.40
Pavarde4139    Vardas4139     3.40
Pavarde629     Vardas629      3.40
Pavarde7924    Vardas7924     3.40
Pavarde4617    Vardas4617     3.40
Pavarde1191    Vardas1191     3.40
Pavarde12      Vardas12       3.40
Pavarde248     Vardas248      3.40
Pavarde3934    Vardas3934     3.40
Pavarde1999    Vardas1999     3.40
Pavarde5360    Vardas5360     3.40
Pavarde86      Vardas86       3.40
Pavarde2177    Vardas2177     3.40
Pavarde6442    Vardas6442     3.40
Pavarde7344    Vardas7344     3.40
Pavarde9292    Vardas9292     3.40
Pavarde4662    Vardas4662     3.40
Pavarde5       Vardas5        3.40
Pavarde760     Vardas760      3.40
Pavarde7251    Vardas7251     3.40
Pavarde3744    Vardas3744     3.40
Pavarde5795    Vardas5795     3.40
Pavarde5587    Vardas5587     3.40
Pavarde1962    Vardas1962     3.40
Pavarde5819    Vardas5819     3.40
Pavarde2394    Vardas2394     3.40
Pavarde3839    Vardas3839     3.40
Pavarde1231    Vardas1231     3.40
Pavarde1950    Vardas1950     3.40
Pavarde3751    Vardas3751     3.40
Pavarde7834    Vardas7834     3.40
Pavarde4076    Vardas4076     3.40
Pavarde5248    Vardas5248     3.40
Pavarde2199    Vardas2199     3.40
Pavarde7801    Vardas7801     3.40
